"id","sitlab","ecivil","edadboda","hermanos","hijos","edad","mesnaz","zodiaco","educ","titestud","titpadre","titmadre","sexo","raza","ingfam91","ingper91","región","dimhabit","tamaño","partido","voto92","tendpol","penacap","leyarmas","legdroga","relig","vida","hijosidl","píldora","educsex","cachete","eutan","periódic","horastv","banda","country","counwest","blues","musical","clásica","folk","jazz","opera","rap","hvymetal","deportes","museos","telenov","telenoti","espectv","ciencias","amantes","frecsex","casaprop","indsocec","cohorte","ingreso4","titestu2","edadcat4","política","región4","casado2","clasica3","jazz3","rap3","blues3"
"35",36,"Desempleado, despedido","Casado",22,11,"1",53,"Octubre","Escorpio",14,"Medio","Medio","Medio","Mujer","Otra","$40000-49999","$12500-14999","Pacífico","Suburbio, Ciudad grande",31,"Demócrata Militante","No ha votado","Conservador","A Favor",NA,"En Contra","Católico",NA,"3","Completamente en Desacuerdo","A Favor","Completamenete de Acuerdo","No","Varios días a la semana",2,"Me gusta mucho","No me gusta","Me gusta mucho","No me gusta","Me gusta mucho","Me gusta mucho","Me gusta","Me gusta mucho","Me gusta","Me disgusta","Me disgusta","No","Sí","Varios días al mes","Diariamente","Diariamente","Completamente falso","1 Compañero","Una vez al mes","Casa propia","38",1940,"40,000 - 59,999","Sin Bachillerato","50+","Conservador","Oeste","Sí","Me gusta","Me gusta","Me disgusta","Me disgusta"
"36",37,"A tiempo parcial","Casado",19,2,"0",20,"Diciembre","Sagitario",12,"Medio","Elemental","Elemental","Mujer","Otra","$8000-9999","$1000-2999","Pacífico","Suburbio, Ciudad grande",31,"Simpatizante Republicano","Ha votado","Moderado","A Favor","A Favor",NA,"Católico","Excitante","3","De Acuerdo","A Favor","Completamenete de Acuerdo","Sí","Varios días a la semana",3,"Me gusta a ratos","Me gusta a ratos",NA,"Me gusta a ratos",NA,"Me gusta",NA,"Me gusta a ratos",NA,"Me gusta a ratos","Me gusta","Sí","Sí","Varios días a la semana","Diariamente","Varios días a la semana","Probablemente cierto","1 Compañero","Una vez a la semana","Casa propia","80,9",1973,"24,999 o menos","Sin Bachillerato","18-29","Moderado","Oeste","Sí","Me gusta","Me gusta a ratos","Me gusta a ratos","Me gusta a ratos"
"37",38,"A tiempo completo","Divorciado",24,4,"2",63,"Julio","Cáncer",12,"Medio","Elemental","Elemental","Mujer","Blanca","$10000-12499","$10000-12499","Pacífico","Suburbio, Ciudad grande",31,"Demócrata","Ha votado","Ligeramente conservador","A Favor","A Favor","En Contra","Católico","Rutinaria",NA,NA,NA,NA,NA,NA,4,"Me gusta mucho","Me gusta mucho","Me gusta mucho","Me gusta","Me gusta mucho","Me gusta mucho","Me gusta mucho","Me gusta a ratos","Me gusta mucho","Me disgusta","Me disgusta","Sí","Sí","Diariamente","Diariamente","Varios días al mes","Completamente falso","Ninguno","Ninguna",NA,"37,3",1930,"24,999 o menos","Sin Bachillerato","50+","Tendencia conservadora","Oeste","No","Me gusta","Me gusta a ratos","Me disgusta","Me gusta"
"38",39,"A tiempo parcial","Casado",28,7,"3",41,"Septiembre","Virgo",6,"Elemental","Elemental","Elemental","Hombre","Otra","$30000-34999","$30000-34999","Pacífico","Suburbio, Ciudad grande",31,"Demócrata","No ha votado","Ligeramente conservador","A Favor","A Favor",NA,"Católico","Rutinaria","3","En Desacuerdo","A Favor","Completamenete de Acuerdo","Sí","Una vez a la semana",2,"Me gusta",NA,"Me gusta mucho","Me disgusta","Me gusta","Me gusta","Me gusta mucho","No me gusta","Me disgusta","Me disgusta","Me disgusta","Sí","Sí","Nunca","Diariamente","Varios días a la semana","Probablemente cierto","1 Compañero","Una vez a la semana","Casa propia","30",1952,"25,000 - 39,999","Sin Bachillerato","40-49","Tendencia conservadora","Oeste","Sí","Me gusta","Me disgusta","Me disgusta","Me disgusta"
"39",40,"A tiempo completo","Divorciado",19,3,"1",33,"Agosto","Leo",14,"Medio","Bachillerato","Bachillerato","Mujer","Blanca","$60000-74999","$35000-39999","Pacífico","Suburbio, Ciudad grande",75,"Demócrata Militante","Ha votado","Conservador","En Contra","A Favor","A Favor","Protestante","Excitante",NA,NA,NA,NA,NA,NA,1,"Me gusta a ratos","No me gusta","Me gusta a ratos","Me gusta","Me gusta","Me gusta","Me gusta a ratos","Me gusta mucho","No me gusta","Me gusta a ratos","Me gusta a ratos","Sí","Sí","Raramente","Varios días a la semana","Raramente",NA,NA,NA,NA,"51",1960,"60,000 o más","Sin Bachillerato","30-39","Conservador","Oeste","No","Me gusta","Me gusta","Me gusta a ratos","Me gusta"
"40",41,"A tiempo completo","Casado",24,4,"2",34,"Enero","Capricornio",12,"Medio","Elemental",NA,"Hombre","Otra","$25000-29999","$17500-19999","Pacífico","Suburbio, Ciudad grande",75,"Demócrata","Ha votado","Moderado","A Favor","A Favor","En Contra","Católico","Excitante",NA,NA,NA,NA,NA,NA,3,"Me gusta","No me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","No me gusta","No me gusta","Sí","No","Varios días a la semana","Diariamente","Varios días al mes","Probablemente cierto","Ninguno","2-3 veces al mes",NA,"63,5",1959,"25,000 - 39,999","Sin Bachillerato","30-39","Moderado","Oeste","Sí","Me gusta","Me gusta","Me disgusta","Me gusta"
"41",42,"A tiempo completo","Casado",20,5,"4",61,"Julio","Cáncer",16,"Diploma universitario","Diploma universitario","Diploma universitario","Mujer","Otra","$35000-39999","$20000-22499","Pacífico","Suburbio, Ciudad grande",75,"Republicano Militante","No elegible","Moderado","A Favor","A Favor",NA,"Católico","Excitante","3","Completamente en Desacuerdo","A Favor","Completamenete de Acuerdo","No","Diariamente",1,"Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta mucho","Me gusta","Me gusta","Me gusta mucho","Me gusta","Me gusta","No","No","Raramente","Diariamente","Nunca","Completamente cierto","Ninguno","Ninguna","En alquiler","29,3",1932,"25,000 - 39,999","Bachiller","50+","Moderado","Oeste","Sí","Me gusta","Me gusta","Me gusta","Me gusta"
"42",43,"A tiempo parcial","Casado",26,2,"0",29,"Junio","Géminis",18,"Licenciado","Diploma universitario","Elemental","Mujer","Blanca","$50000-59999","$40000-49999","Pacífico","Suburbio, Ciudad grande",75,"Demócrata","Ha votado","Moderado","A Favor","A Favor",NA,"Otra","Excitante","2",NA,"A Favor","De Acuerdo","Sí","Varios días a la semana",2,"No me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","No me gusta","Me gusta","No me gusta","No me gusta","Me gusta a ratos","No","Sí","Varios días a la semana","Diariamente","Diariamente",NA,NA,NA,"Casa propia","74,6",1964,"40,000 - 59,999","Bachiller","18-29","Moderado","Oeste","Sí","Me gusta","Me gusta","Me disgusta","Me gusta"
"43",44,"A tiempo completo","Soltero",NA,4,"0",45,"Febrero","Acuario",13,"Medio","Medio","Medio","Mujer","Blanca","$60000-74999","$60000-74999","Pacífico","Suburbio, Ciudad grande",75,"Republicano","Ha votado","Conservador","A Favor","En Contra",NA,"Católico","Excitante","2","En Desacuerdo","En Contra","De Acuerdo","No","Nunca",4,"Me gusta","Me gusta","Me gusta mucho","Me gusta","Me gusta","Me gusta mucho","Me gusta","Me gusta a ratos","No me gusta","Me gusta a ratos","Me disgusta","Sí","Sí","Diariamente","Diariamente","Raramente","Probablemente cierto","2 Compañeros","2-3 veces a la semana","Casa propia","64,2",1948,"60,000 o más","Sin Bachillerato","40-49","Conservador","Oeste","No","Me gusta","Me gusta a ratos","Me gusta a ratos","Me gusta"
"44",45,"A tiempo completo","Soltero",NA,2,"0",31,"Marzo","Aries",14,"Medio","Elemental","Elemental","Hombre","Blanca","$40000-49999","$40000-49999","Pacífico","Suburbio, Ciudad grande",75,"Republicano Militante","Ha votado","Conservador","A Favor","En Contra","A Favor","Protestante","Excitante",NA,NA,NA,NA,NA,NA,2,"Me gusta a ratos","Me gusta a ratos","Me gusta","Me gusta","Me gusta a ratos","Me gusta a ratos","Me gusta a ratos","Me gusta a ratos","Me gusta a ratos","No me gusta","No me gusta","Sí","Sí","Diariamente","Diariamente","Raramente","Probablemente falso","5-10 Compañeros","Una vez a la semana",NA,"76,4",1962,"40,000 - 59,999","Sin Bachillerato","30-39","Conservador","Oeste","No","Me gusta a ratos","Me gusta a ratos","Me disgusta","Me gusta"
"45",47,"A tiempo completo","Casado",26,1,"1",28,"Abril","Aries",18,"Licenciado","Elemental","Elemental","Hombre","Blanca","$35000-39999","$35000-39999","Pacífico","Suburbio, Ciudad grande",75,"Demócrata","Rehusa","Moderado",NA,"A Favor",NA,"Otra",NA,"2","De Acuerdo","A Favor",NA,"Sí","Varios días a la semana",1,"Me gusta","Me gusta a ratos","Me gusta","Me gusta","Me gusta mucho","Me gusta mucho","Me gusta mucho","Me gusta mucho","Me gusta","Me disgusta","No me gusta","Sí","Sí","Raramente","Diariamente","Varios días a la semana","Completamente falso","1 Compañero","Una vez a la semana","Casa propia","67",1965,"25,000 - 39,999","Bachiller","18-29","Moderado","Oeste","Sí","Me gusta","Me gusta","Me disgusta","Me gusta"
"46",48,"A tiempo completo","Divorciado",21,2,"0",34,"Julio","Leo",18,"Licenciado","Medio","Medio","Mujer","Blanca","$40000-49999","$40000-49999","Pacífico","Suburbio, Ciudad grande",75,"Demócrata","Ha votado","Liberal","En Contra","A Favor","A Favor","Protestante","Excitante",NA,NA,NA,NA,NA,NA,2,"Me gusta","Me gusta a ratos","Me gusta a ratos","Me gusta","Me gusta","Me gusta","No me gusta","No me gusta","No me gusta","No me gusta","No me gusta","Sí","No","Raramente","Varios días a la semana","Varios días al mes","Completamente cierto","4 Compañeros","2-3 veces al mes",NA,"63,2",1959,"40,000 - 59,999","Bachiller","30-39","Liberal","Oeste","No","Me gusta","Me disgusta","Me disgusta","Me gusta"
"47",49,"A tiempo completo","Divorciado",21,2,"2",45,"Abril","Aries",13,"Medio","Medio","Medio","Mujer","Blanca","$40000-49999","$40000-49999","Nor-Este central","Suburbio, Ciudad grande",66,"Demócrata","Ha votado","Moderado","A Favor","A Favor",NA,"Ninguna","Excitante","1",NA,"A Favor","Completamenete de Acuerdo","Sí","Menos de una vez a la semana",1,"Me gusta","No me gusta","Me gusta a ratos","Me gusta","Me gusta mucho","Me gusta","Me gusta","Me gusta mucho","Me gusta","Me disgusta","Me disgusta","No","Sí","Varios días a la semana","Diariamente","Raramente",NA,"1 Compañero","Una vez a la semana","En alquiler","43,7",1948,"40,000 - 59,999","Sin Bachillerato","40-49","Moderado","Centro Oeste","No","Me gusta","Me gusta","Me disgusta","Me gusta"
"48",50,"A tiempo completo","Divorciado",21,0,"0",35,"Julio","Cáncer",16,"Diploma universitario","Licenciado","Medio","Mujer","Blanca","$50000-59999","$50000-59999","Nor-Este central","Suburbio, Ciudad grande",66,"Republicano","Ha votado","Ligeramente conservador","A Favor",NA,"En Contra","Protestante",NA,"2","De Acuerdo","A Favor","En Desacuerdo","No","Diariamente",2,"No me gusta","No me gusta","No me gusta","Me gusta","Me gusta","Me gusta mucho","Me gusta a ratos","Me gusta mucho","No me gusta","No me gusta","Me gusta a ratos","Sí","Sí","Varios días al mes","Diariamente","Varios días a la semana","Completamente falso","Ninguno","Ninguna","En alquiler","63,5",1958,"40,000 - 59,999","Bachiller","30-39","Tendencia conservadora","Centro Oeste","No","Me gusta","Me gusta","Me disgusta","Me gusta"
"49",51,"A tiempo completo","Soltero",NA,1,"0",48,"Junio","Géminis",16,"Diploma universitario",NA,"Medio","Hombre","Blanca","$50000-59999","$50000-59999","Nor-Este central","Suburbio, Ciudad grande",66,"Simpatizante Demócrata","Ha votado","Moderado","A Favor","En Contra","A Favor","Ninguna","Excitante",NA,NA,NA,NA,NA,NA,1,"Me gusta","Me disgusta","Me gusta a ratos","Me gusta a ratos","Me gusta","Me gusta mucho","Me gusta mucho","Me gusta","Me gusta mucho","Me disgusta","Me disgusta","No","Sí","Raramente","Diariamente","Diariamente","Probablemente falso","1 Compañero","Una vez a la semana",NA,"81",1945,"40,000 - 59,999","Bachiller","40-49","Moderado","Centro Oeste","No","Me gusta","Me gusta","Me disgusta","Me gusta a ratos"
"50",53,"A tiempo completo","Divorciado",17,21,"Ocho o más",39,"Marzo","Piscis",19,"Licenciado","Diploma universitario","Licenciado","Hombre","Negra","$50000-59999","$30000-34999","Nor-Este central","Suburbio, Ciudad grande",37,"Simpatizante Demócrata","Ha votado","Ligeramente liberal","A Favor","A Favor",NA,"Protestante","Excitante","Tantos como se quiera","Completamenete de Acuerdo","A Favor","Completamenete de Acuerdo","Sí","Diariamente",2,"Me gusta mucho","Me gusta a ratos","Me gusta a ratos","Me gusta mucho","Me gusta","Me gusta","Me gusta","Me gusta mucho","Me gusta","No me gusta","Me disgusta","Sí","Sí","Varios días a la semana","Diariamente","Varios días a la semana","Probablemente cierto",NA,"4+ veces a la semana","Casa propia","63,5",1954,"40,000 - 59,999","Bachiller","30-39","Tendencia liberal","Centro Oeste","No","Me gusta","Me gusta","Me disgusta","Me gusta"
"51",54,"Otro","Soltero",NA,3,"0",20,"Junio","Cáncer",13,"Medio","Medio","Elemental","Hombre","Negra","$50000-59999",NA,"Nor-Este central","Suburbio, Ciudad grande",37,"Demócrata Militante","No ha votado","Conservador","A Favor","A Favor","En Contra","Protestante","Excitante",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"Me disgusta","Me gusta","Me gusta","Me disgusta","Me disgusta","Me disgusta","Me disgusta","Me disgusta","Sí","No","Varios días a la semana","Diariamente","Diariamente","Probablemente falso","Ninguno","Ninguna",NA,NA,1973,"40,000 - 59,999","Sin Bachillerato","18-29","Conservador","Centro Oeste","No","Me gusta","Me disgusta","Me disgusta","Me disgusta"
"52",55,"A tiempo completo","Casado",19,6,"3",27,"Septiembre","Virgo",15,"Medio","Medio","Medio","Mujer","Negra","$15000-17499","$4000-4999","Nor-Este central","Ciudad > 250000",3006,"Demócrata Militante","Ha votado","Conservador",NA,"A Favor","En Contra","Protestante","Aburrida",NA,NA,NA,NA,NA,NA,2,"Me gusta a ratos",NA,"Me gusta a ratos","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","No me gusta","No me gusta","No","No","Raramente","Diariamente","Varios días al mes","Completamente cierto","1 Compañero","Una vez al mes",NA,"38,4",1966,"24,999 o menos","Sin Bachillerato","18-29","Conservador","Centro Oeste","Sí","Me gusta","Me gusta","Me disgusta","Me gusta"
"53",56,"A tiempo completo","Soltero",NA,1,"0",36,"Octubre","Libra",12,"Medio",NA,"Elemental","Hombre","Blanca","$8000-9999","$6000-6999","Nor-Este central","Suburbio, Ciudad grande",37,"Demócrata Militante","Ha votado","Liberal","A Favor","A Favor",NA,"Protestante","Rutinaria","3","Completamenete de Acuerdo","A Favor","En Desacuerdo","Sí","Varios días a la semana",3,"Me gusta","Me gusta","Me gusta","Me gusta mucho","Me gusta a ratos","Me gusta a ratos","Me gusta a ratos","Me gusta a ratos","No me gusta","No me gusta","Me gusta a ratos","No","No","Varios días a la semana","Diariamente","Varios días a la semana","Probablemente falso",NA,NA,"Otro","28,4",1957,"24,999 o menos","Sin Bachillerato","30-39","Liberal","Centro Oeste","No","Me gusta a ratos","Me gusta a ratos","Me disgusta","Me gusta"
"54",57,"Retirado","Casado",24,6,"2",78,"Febrero","Acuario",15,"Diploma universitario","Elemental","Elemental","Hombre","Blanca","$50000-59999",NA,"Nor-Este central","Ciudad > 250000",3006,"Simpatizante Republicano","Ha votado","Conservador",NA,"A Favor",NA,"Católico","Excitante","4","Completamente en Desacuerdo","En Contra","De Acuerdo","No","Varios días a la semana",1,"Me gusta mucho","No me gusta","Me gusta","Me gusta","Me gusta","Me gusta mucho","No me gusta","No me gusta","Me gusta","Me disgusta","Me disgusta","No","No","Varios días al mes","Diariamente","Varios días al mes",NA,"Ninguno","Ninguna","Casa propia","45,9",1915,"40,000 - 59,999","Bachiller","50+","Conservador","Centro Oeste","Sí","Me gusta","Me disgusta","Me disgusta","Me gusta"
"55",58,"A tiempo completo","Soltero",NA,2,"0",42,"Julio","Cáncer",12,"Medio",NA,"Medio","Mujer","Otra","$30000-34999","$30000-34999","Nor-Este central","Ciudad > 250000",3006,"Demócrata Militante","Ha votado","Conservador","En Contra","A Favor",NA,"Católico","Excitante","2","Completamenete de Acuerdo","A Favor","De Acuerdo","No","Diariamente",2,"Me gusta","Me gusta a ratos","Me gusta mucho","Me gusta","Me gusta","Me gusta","Me gusta a ratos","Me gusta mucho","No me gusta","No me gusta","No me gusta","Sí","No","Varios días a la semana","Diariamente","Varios días al mes","Probablemente cierto","Ninguno","Ninguna","Casa propia","36,1",1951,"25,000 - 39,999","Sin Bachillerato","40-49","Conservador","Centro Oeste","No","Me gusta","Me gusta","Me disgusta","Me gusta"
"56",59,"A tiempo completo","Casado",19,2,"3",31,"Noviembre","Escorpio",16,"Diploma universitario",NA,"Elemental","Mujer","Blanca","$30000-34999","$15000-17499","Nor-Este central","Ciudad > 250000",3006,"Republicano","Ha votado","Moderado","En Contra","A Favor","En Contra","Protestante","Rutinaria",NA,NA,NA,NA,NA,NA,1,"No me gusta",NA,"Me gusta",NA,"Me gusta a ratos","Me gusta","Me gusta","Me disgusta","Me gusta","Me disgusta","No me gusta","No","Sí","Nunca","Raramente","Varios días al mes","Completamente falso","1 Compañero","Una vez al mes",NA,"29,3",1962,"25,000 - 39,999","Bachiller","30-39","Moderado","Centro Oeste","Sí","Me gusta","Me disgusta","Me disgusta",NA
"57",60,"A tiempo completo","Soltero",NA,8,"0",44,"Mayo","Géminis",16,"Diploma universitario","Elemental","Elemental","Mujer","Otra","$40000-49999","$20000-22499","Nor-Este central","Ciudad > 250000",3006,"Demócrata","Ha votado","Ligeramente conservador",NA,NA,"En Contra","Católico",NA,"3","En Desacuerdo",NA,"Completamente en Desacuerdo",NA,"Una vez a la semana",3,"Me gusta mucho","Me gusta","Me gusta","Me gusta a ratos","Me gusta mucho","Me gusta mucho","Me gusta mucho","Me gusta mucho","Me gusta","Me gusta mucho","Me gusta a ratos","No","No","Varios días a la semana","Diariamente","Varios días al mes","Completamente cierto","Ninguno","Ninguna","Casa propia","38",1949,"40,000 - 59,999","Bachiller","40-49","Tendencia conservadora","Centro Oeste","No","Me gusta","Me gusta","Me gusta","Me gusta a ratos"
"58",61,"A tiempo completo","Casado",24,5,"3",39,"Abril","Tauro",12,"Medio","Elemental","Elemental","Hombre","Blanca","$40000-49999","$20000-22499","Nor-Este central","Ciudad > 250000",3006,"Demócrata","No ha votado","Ligeramente conservador","A Favor","En Contra",NA,"Católico","Rutinaria","3","Completamente en Desacuerdo","A Favor","En Desacuerdo","No","Diariamente",2,"No me gusta","No me gusta","Me gusta a ratos","No me gusta","No me gusta","Me gusta","Me gusta","No me gusta","Me gusta a ratos","Me disgusta","Me disgusta","No","Sí","Raramente","Diariamente","Varios días a la semana","Probablemente falso","1 Compañero","4+ veces a la semana","Casa propia","28,4",1954,"40,000 - 59,999","Sin Bachillerato","30-39","Tendencia conservadora","Centro Oeste","Sí","Me gusta","Me disgusta","Me disgusta","Me disgusta"
"59",62,"Ama de casa","Soltero",NA,3,"1",19,"Abril","Aries",11,"Elemental",NA,"Elemental","Mujer","Blanca","Menos de $1000",NA,"Nor-Este central","Ciudad > 250000",3006,"Demócrata Militante","No ha votado","Moderado","A Favor","A Favor",NA,"Ninguna","Aburrida","2","Completamenete de Acuerdo","A Favor","En Desacuerdo","Sí","Menos de una vez a la semana",10,NA,NA,"No me gusta","Me gusta",NA,"Me disgusta",NA,"Me gusta","Me gusta","Me gusta mucho","Me disgusta","No","No","Diariamente","Raramente","Diariamente",NA,"1 Compañero","2-3 veces al mes","En alquiler",NA,1974,"24,999 o menos","Sin Bachillerato","18-29","Moderado","Centro Oeste","No","Me disgusta","Me gusta","Me gusta","Me gusta"
